def add_one_hundred(a): print( a + 100);add_one_hundred(10);110;Add one hundred to a number;num;1
def add_one_hundred(a): print( a + 100);add_one_hundred(2);102;Add one hundred to a number;num;1
def add_one_hundred(a): print( a + 100);add_one_hundred(5);105;Add one hundred to a number;num;1
def add_one_hundred(a): print( a + 100);add_one_hundred(8);108;Add one hundred to a number;num;1
def add_one_hundred(a): print( a + 100);add_one_hundred(3);103;Add one hundred to a number;num;1
def add_one_hundred(a): print( a + 100);add_one_hundred(4);104;Add one hundred to a number;num;1
def add_one_hundred(a): print( a + 100);add_one_hundred(5);105;Add one hundred to a number;num;1
def add_one_hundred(a): print( a + 100);add_one_hundred(10);110;Add one hundred to a number;num;1
def add_one_hundred(a): print( a + 100);add_one_hundred(5);105;Add one hundred to a number;num;1
def add_one_hundred(a): print( a + 100);add_one_hundred(2);102;Add one hundred to a number;num;1
def add_one_hundred(a): print( a + 100);add_one_hundred(9);109;Add one hundred to a number;num;1
def add_one_hundred(a): print( a + 100);add_one_hundred(4);104;Add one hundred to a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(4);-96;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(9);-91;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(6);-94;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(6);-94;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(2);-98;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(1);-99;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(6);-94;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(9);-91;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(4);-96;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(7);-93;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(8);-92;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(9);-91;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(2);-98;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(4);-96;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(5);-95;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(3);-97;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(7);-93;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(7);-93;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(10);-90;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(10);-90;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(1);-99;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(8);-92;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(2);-98;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(5);-95;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(2);-98;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(8);-92;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(5);-95;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(2);-98;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(5);-95;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(1);-99;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(2);-98;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(7);-93;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(2);-98;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(6);-94;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(5);-95;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(7);-93;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(1);-99;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(2);-98;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(10);-90;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(6);-94;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(9);-91;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(7);-93;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(8);-92;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(10);-90;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(9);-91;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(9);-91;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(6);-94;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(1);-99;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(10);-90;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(5);-95;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(10);-90;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(2);-98;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(9);-91;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(4);-96;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(8);-92;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(6);-94;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(9);-91;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(2);-98;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(2);-98;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(7);-93;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(4);-96;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(9);-91;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(4);-96;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(8);-92;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(6);-94;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(5);-95;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(5);-95;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(4);-96;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(2);-98;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(2);-98;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(9);-91;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(4);-96;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(5);-95;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(8);-92;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(4);-96;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(4);-96;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(5);-95;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(3);-97;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(6);-94;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(3);-97;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(4);-96;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(4);-96;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(2);-98;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(4);-96;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(7);-93;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(4);-96;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(6);-94;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(10);-90;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(2);-98;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(8);-92;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(6);-94;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(10);-90;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(1);-99;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(7);-93;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(7);-93;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(2);-98;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(7);-93;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(1);-99;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(10);-90;Subtract one hundred from a number;num;1
def subtract_one_hundred(a): print( a - 100);subtract_one_hundred(2);-98;Subtract one hundred from a number;num;1
def average(a, b): print( (a + b) / 2);average(8, 5);6.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(1, 10);5.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(5, 6);5.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(4, 9);6.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(10, 1);5.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(10, 7);8.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(5, 6);5.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(4, 10);7.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(10, 7);8.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(4, 10);7.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(6, 8);7.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(2, 2);2.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(6, 10);8.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(10, 3);6.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(5, 10);7.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(6, 3);4.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(6, 5);5.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(9, 3);6.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(10, 3);6.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(4, 7);5.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(8, 6);7.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(3, 1);2.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(6, 1);3.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(7, 8);7.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(9, 5);7.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(9, 7);8.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(3, 3);3.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(8, 8);8.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(5, 2);3.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(9, 9);9.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(6, 6);6.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(5, 6);5.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(10, 1);5.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(2, 7);4.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(2, 3);2.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(5, 3);4.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(3, 10);6.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(5, 3);4.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(1, 7);4.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(6, 1);3.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(3, 2);2.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(8, 10);9.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(4, 5);4.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(10, 5);7.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(1, 10);5.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(3, 6);4.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(10, 7);8.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(4, 9);6.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(3, 10);6.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(3, 5);4.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(2, 5);3.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(8, 9);8.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(5, 2);3.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(6, 1);3.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(7, 1);4.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(9, 2);5.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(3, 5);4.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(9, 1);5.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(5, 5);5.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(5, 7);6.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(2, 8);5.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(10, 8);9.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(9, 10);9.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(6, 8);7.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(6, 3);4.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(4, 6);5.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(3, 5);4.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(6, 9);7.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(10, 2);6.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(2, 10);6.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(3, 1);2.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(10, 3);6.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(8, 4);6.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(9, 7);8.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(9, 5);7.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(6, 9);7.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(3, 5);4.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(4, 6);5.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(9, 7);8.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(4, 9);6.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(3, 10);6.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(3, 5);4.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(8, 2);5.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(8, 4);6.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(2, 6);4.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(8, 3);5.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(4, 3);3.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(6, 10);8.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(7, 4);5.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(8, 9);8.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(5, 2);3.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(10, 3);6.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(6, 7);6.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(9, 5);7.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(4, 1);2.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(8, 8);8.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(4, 10);7.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(9, 7);8.0;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(4, 5);4.5;Find the average of two numbers;num;2
def average(a, b): print( (a + b) / 2);average(2, 5);3.5;Find the average of two numbers;num;2
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(4, 9, 6, 2);(62, 18);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(10, 10, 9, 9);(180, 90);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(2, 6, 9, 1);(56, 6);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(6, 4, 8, 1);(38, 4);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(8, 8, 6, 1);(56, 8);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(4, 3, 10, 1);(34, 3);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(3, 6, 9, 4);(66, 24);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(6, 2, 4, 5);(38, 10);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(1, 2, 4, 9);(17, 18);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(8, 5, 2, 6);(58, 30);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(9, 10, 10, 5);(145, 50);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(9, 7, 6, 9);(123, 63);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(7, 4, 2, 10);(78, 40);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(8, 10, 5, 10);(130, 100);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(5, 4, 1, 7);(39, 28);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(6, 10, 6, 4);(84, 40);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(1, 3, 6, 3);(21, 9);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(7, 2, 7, 3);(35, 6);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(7, 2, 9, 6);(60, 12);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(10, 5, 8, 5);(90, 25);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(3, 3, 1, 2);(9, 6);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(5, 5, 10, 8);(90, 40);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(10, 8, 1, 4);(48, 32);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(7, 2, 2, 6);(46, 12);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(2, 6, 3, 1);(20, 6);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(8, 2, 3, 10);(86, 20);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(8, 8, 2, 3);(40, 24);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(8, 3, 4, 3);(36, 9);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(10, 3, 4, 7);(82, 21);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(4, 3, 6, 2);(26, 6);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(4, 7, 6, 10);(82, 70);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(5, 4, 8, 2);(42, 8);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(3, 8, 4, 10);(62, 80);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(1, 4, 8, 4);(36, 16);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(10, 5, 2, 4);(50, 20);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(2, 4, 6, 8);(40, 32);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(6, 10, 1, 3);(28, 30);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(2, 5, 9, 6);(57, 30);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(1, 10, 5, 2);(52, 20);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(6, 6, 8, 10);(108, 60);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(9, 1, 9, 8);(81, 8);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(7, 6, 3, 3);(39, 18);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(2, 10, 7, 3);(76, 30);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(1, 2, 1, 4);(6, 8);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(9, 5, 3, 2);(33, 10);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(1, 5, 3, 9);(24, 45);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(6, 4, 8, 3);(50, 12);Add two fractions;num;4
def add_fractions(num1, denom1, num2, denom2): print( (num1 * denom2 + num2 * denom1, denom1 * denom2));add_fractions(5, 8, 3, 5);(49, 40);Add two fractions;num;4
